id,source,query,title,company,city,salary_from,salary_to,currency,experience,published_at,url,snippet_requirement,snippet_responsibility,description,job_type,category,tags,role
5747699653,adzuna_gb,Data Analyst,Data Analyst,Elevation Recruitment Group,"Leeds, West Yorkshire",45000.0,54000.0,GBP,,2026-06-01T15:57:49Z,https://www.adzuna.co.uk/jobs/land/ad/5747699653?se=gko2N6pp8RGHcblSVmFK6Q&utm_medium=api&utm_source=857d8b08&v=29C2E0A896BFDDFC00AD06FB77BC4F1D0573DD55,,,"Data Analyst Location: West Yorkshire / Leeds (Hybrid Working) Salary: £45,000 - £54,000  Bonus  Excellent Benefits Are you a Data Analyst who enjoys turning complex data into meaningful business insight? We're supporting a major Yorkshire-based organisation as they continue to invest in their data and reporting capabilities. As part of an ongoing transformation programme, they're looking to appoint a Data Analyst to help drive smarter decision-making through improved analytics, reporting and v…",permanent,IT Jobs,,Data Analyst
5758568469,adzuna_gb,Data Analyst,Data Analyst,Bennett & Game Recruitment,"Nottingham, Nottinghamshire",28000.0,36000.0,GBP,,2026-06-10T15:42:43Z,https://www.adzuna.co.uk/jobs/land/ad/5758568469?se=gko2N6pp8RGHcblSVmFK6Q&utm_medium=api&utm_source=857d8b08&v=3CCFABDEDEC027490CAD90D25A3DD8BA8F66CB81,,,"Job Title: Data Analyst Location: Remote Salary: £28,000- £36,000 Data Analyst required for a Data company that build data architecture, portals, models and reporting that turn that data into decisions people make. The Successful candidate will be building views, untangling models, working out why the same issue keeps coming back, and fixing the cause rather than the symptom. Key Responsibilities Owning the client support queue - triaging, prioritising, and keeping people in the loop Diagnosing…",permanent,IT Jobs,,Data Analyst
5760104616,adzuna_gb,Data Analyst,Data Analyst,Hays Specialist Recruitment Limited,"Bedfordshire, Eastern England",40000.0,50000.0,GBP,,2026-06-11T17:49:32Z,https://www.adzuna.co.uk/jobs/land/ad/5760104616?se=gko2N6pp8RGHcblSVmFK6Q&utm_medium=api&utm_source=857d8b08&v=A02F937861FC71569F616431F10FDB5FF1C2435E,,,"Your new companyYou will be joining a well-established and growing organisation that places technology and data at the centre of its operational strategy. The business has a strong reputation for innovation and continuous improvement, offering a collaborative environment where systems and process optimisation are actively encouraged.Your new roleWe are currently recruiting for a Data Analyst to support the IT Manager and wider business prepare for a large data migration project and to support t…",permanent,IT Jobs,,Data Analyst
5764424001,adzuna_gb,Data Analyst,Data Analyst,Hays Specialist Recruitment Limited,"Bedford, Bedfordshire",40000.0,50000.0,GBP,,2026-06-15T16:48:24Z,https://www.adzuna.co.uk/jobs/land/ad/5764424001?se=gko2N6pp8RGHcblSVmFK6Q&utm_medium=api&utm_source=857d8b08&v=B1D93961EC0964E65331AB83BD940736B46DAA13,,,"Your new company You will be joining a well-established and growing organisation that places technology and data at the centre of its operational strategy. The business has a strong reputation for innovation and continuous improvement, offering a collaborative environment where systems and process optimisation are actively encouraged. Your new role We are currently recruiting for a Data Analyst to support the IT Manager and wider business prepare for a large data migration project and to suppor…",permanent,IT Jobs,,Data Analyst
5753645847,adzuna_gb,Data Analyst,Data Analyst,Pontoon,"Manchester, Greater Manchester",104260.0,130000.0,GBP,,2026-06-05T23:03:30Z,https://www.adzuna.co.uk/jobs/land/ad/5753645847?se=gko2N6pp8RGHcblSVmFK6Q&utm_medium=api&utm_source=857d8b08&v=EBE1235D427B7EAB899CE759158A649FC13F364D,,,"Pontoon is an employment consultancy. We put expertise, energy, and enthusiasm into improving everyone's chance of being part of the workplace. We respect and appreciate people of all ethnicities, generations, religious beliefs, sexual orientations, gender identities, and more. We do this by showcasing their talents, skills, and unique experience in an inclusive environment that helps them thrive. Job Title: Data Analyst Location: Manchester - Hybrid Contract: 12 months contract Rate: £450 - £5…",contract,IT Jobs,,Data Analyst
5752102961,adzuna_gb,Data Analyst,Renewable & Data Analyst,CPL,"Belfast, Northern Ireland",45000.0,45000.0,GBP,,2026-06-04T15:11:37Z,https://www.adzuna.co.uk/jobs/land/ad/5752102961?se=gko2N6pp8RGHcblSVmFK6Q&utm_medium=api&utm_source=857d8b08&v=B82F341787BC2658A6798FBB84F96AE8368999D9,,,"Renewable & Data Analyst Location: Belfast (Hybrid 3 days office / 2 days home) Salary: £41,000 £48,000  bonus  excellent benefits Our client, a leading organisation within the energy sector, is seeking a Renewable & Data Analyst to support renewable energy reporting, data analysis and business intelligence activities. As part of ongoing investment in renewable energy and data-driven decision-making, they are seeking a talented Renewable & Data Analyst to join their Commercial team. Duties: *Ex…",,IT Jobs,,Data Analyst
5748073034,adzuna_gb,Data Analyst,Business Data Analyst,MCS Group,"Belfast, Northern Ireland",44025.0,44025.0,GBP,,2026-06-01T20:36:58Z,https://www.adzuna.co.uk/jobs/land/ad/5748073034?se=gko2N6pp8RGHcblSVmFK6Q&utm_medium=api&utm_source=857d8b08&v=6289230A90C3CDF0364ECC1B9F313A535EC9681A,,,"MCS Group has an exclusive long-term (1 year) temporary assignment available for a Business Analyst in Belfast. This Business Analyst will join a nationwide client, on-site at their Belfast location. This is a critical technical specialist role focused on developing, maintaining, and assuring the data structures and applications that underpin effective asset management and corporate decision-making. Key Responsibilities As our Business Intelligence Analyst, you will be responsible for a blend o…",contract,IT Jobs,,Data Analyst
5747664888,adzuna_gb,Data Analyst,Business Data Analyst,MCS Group,"Belfast, Northern Ireland",44025.0,44025.0,GBP,,2026-06-01T14:32:28Z,https://www.adzuna.co.uk/jobs/land/ad/5747664888?se=gko2N6pp8RGHcblSVmFK6Q&utm_medium=api&utm_source=857d8b08&v=7D23E818F4B62DA604470DA04E5A7327334883F8,,,"MCS Group has an exclusive logn-term (1 year) temporary assignment available for a Business Analyst in Belfast. This Business Analyst will join a nationwide client, on-site at their Belfast location. This is a critical technical specialist role focused on developing, maintaining, and assuring the data structures and applications that underpin effective asset management and corporate decision-making. Key Responsibilities As our Business Intelligence Analyst, you will be responsible for a blend o…",,IT Jobs,,Data Analyst
5743384177,adzuna_gb,Data Analyst,Data Analyst Trainee,ITOL Recruit,"Cardiff County, Wales",30000.0,50000.0,GBP,,2026-05-28T12:03:16Z,https://www.adzuna.co.uk/jobs/land/ad/5743384177?se=gko2N6pp8RGHcblSVmFK6Q&utm_medium=api&utm_source=857d8b08&v=1760BA1C4619CE5ADE9F357D263A0860B3267514,,,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst Please note this career program is designed for entry level individuals with limited or no experience, so please do not apply if you are already an experience Data Analyst as we will be looking primarily at entry level roles. Demand for Data Analysts has …",permanent,IT Jobs,,Data Analyst
5747503474,adzuna_gb,Data Analyst,Data Analyst Trainee,ITOL Recruit,"Plymouth, South West England",30000.0,50000.0,GBP,,2026-06-01T12:05:54Z,https://www.adzuna.co.uk/jobs/land/ad/5747503474?se=gko2N6pp8RGHcblSVmFK6Q&utm_medium=api&utm_source=857d8b08&v=464F2BD8B35FEDBDF3FFE996AB5358FFFDECFBEB,,,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst Demand for Data Analysts has grown 20% year on year with experienced analysts easily commanding salaries of £50k. All business decisions rely on data to ensure correct business decisions are made and therefore the role of the data analyst in the new digit…",permanent,IT Jobs,,Data Analyst
5735047505,adzuna_gb,Data Analyst,Data Analyst Trainee,ITOL Recruit,"Romford, Essex",30000.0,50000.0,GBP,,2026-05-20T10:57:19Z,https://www.adzuna.co.uk/jobs/land/ad/5735047505?se=gko2N6pp8RGHcblSVmFK6Q&utm_medium=api&utm_source=857d8b08&v=EABE686B75CB1340EE489F723E7039C5CDBC3A39,,,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst Demand for Data Analysts has grown 20% year on year with experienced analysts easily commanding salaries of £50k. All business decisions rely on data to ensure correct business decisions are made and therefore the role of the data analyst in the new digit…",permanent,IT Jobs,,Data Analyst
5743558095,adzuna_gb,Data Analyst,Data Analyst Trainee,ITOL Recruit,"London, UK",30000.0,50000.0,GBP,,2026-05-28T15:51:17Z,https://www.adzuna.co.uk/jobs/land/ad/5743558095?se=gko2N6pp8RGHcblSVmFK6Q&utm_medium=api&utm_source=857d8b08&v=A9493797499608115CE3E14D97A6CA8D3A9BB79F,,,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst Demand for Data Analysts has grown 20% year on year with experienced analysts easily commanding salaries of £50k. All business decisions rely on data to ensure correct business decisions are made and therefore the role of the data analyst in the new digit…",permanent,IT Jobs,,Data Analyst
5735047154,adzuna_gb,Data Analyst,Data Analyst Trainee,ITOL Recruit,"Luton, Bedfordshire",30000.0,50000.0,GBP,,2026-05-20T10:55:18Z,https://www.adzuna.co.uk/jobs/land/ad/5735047154?se=gko2N6pp8RGHcblSVmFK6Q&utm_medium=api&utm_source=857d8b08&v=42BC42C7EE3A22067B448F7531190A6C8C05B048,,,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst Demand for Data Analysts has grown 20% year on year with experienced analysts easily commanding salaries of £50k. All business decisions rely on data to ensure correct business decisions are made and therefore the role of the data analyst in the new digit…",permanent,IT Jobs,,Data Analyst
5743387369,adzuna_gb,Data Analyst,Data Analyst Trainee,ITOL Recruit,"Wolverhampton, West Midlands",30000.0,50000.0,GBP,,2026-05-28T12:03:53Z,https://www.adzuna.co.uk/jobs/land/ad/5743387369?se=gko2N6pp8RGHcblSVmFK6Q&utm_medium=api&utm_source=857d8b08&v=EEF36A23CF3397EB0ADBF1B13E025155CF3761DD,,,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst Demand for Data Analysts has grown 20% year on year with experienced analysts easily commanding salaries of £50k. All business decisions rely on data to ensure correct business decisions are made and therefore the role of the data analyst in the new digit…",permanent,IT Jobs,,Data Analyst
5747504633,adzuna_gb,Data Analyst,Data Analyst Trainee,ITOL Recruit,"Bristol, South West England",30000.0,50000.0,GBP,,2026-06-01T12:06:17Z,https://www.adzuna.co.uk/jobs/land/ad/5747504633?se=gko2N6pp8RGHcblSVmFK6Q&utm_medium=api&utm_source=857d8b08&v=D07AABF2F776EF811E38E8639FFDC933C5D82689,,,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…",permanent,IT Jobs,,Data Analyst
5750507981,adzuna_gb,Data Analyst,Data Analyst Trainee,ITOL Recruit,"Stockport, Greater Manchester",30000.0,50000.0,GBP,,2026-06-03T12:16:03Z,https://www.adzuna.co.uk/jobs/land/ad/5750507981?se=gko2N6pp8RGHcblSVmFK6Q&utm_medium=api&utm_source=857d8b08&v=63188BAB6F18134D69BE7B589C71EF5A29AFFAAD,,,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…",permanent,IT Jobs,,Data Analyst
5747494899,adzuna_gb,Data Analyst,Data Analyst Trainee,ITOL Recruit,"Romford, Essex",30000.0,50000.0,GBP,,2026-06-01T12:00:48Z,https://www.adzuna.co.uk/jobs/land/ad/5747494899?se=gko2N6pp8RGHcblSVmFK6Q&utm_medium=api&utm_source=857d8b08&v=05D488813693EAD9CBC5303693F7B722433716E6,,,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…",permanent,IT Jobs,,Data Analyst
5750489673,adzuna_gb,Data Analyst,Data Analyst Trainee,ITOL Recruit,"Brighton, East Sussex",30000.0,50000.0,GBP,,2026-06-03T12:08:29Z,https://www.adzuna.co.uk/jobs/land/ad/5750489673?se=gko2N6pp8RGHcblSVmFK6Q&utm_medium=api&utm_source=857d8b08&v=95884FD46EDEFFFDA47D275C7EF914580376E7A0,,,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…",permanent,IT Jobs,,Data Analyst
5735047008,adzuna_gb,Data Analyst,Data Analyst Trainee,ITOL Recruit,"Warrington, Cheshire",30000.0,50000.0,GBP,,2026-05-20T10:53:40Z,https://www.adzuna.co.uk/jobs/land/ad/5735047008?se=gko2N6pp8RGHcblSVmFK6Q&utm_medium=api&utm_source=857d8b08&v=816699921041EA8A905F8E92EAFB4359A227FDEA,,,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…",permanent,IT Jobs,,Data Analyst
5735047368,adzuna_gb,Data Analyst,Data Analyst Trainee,ITOL Recruit,"Peterborough, Eastern England",30000.0,50000.0,GBP,,2026-05-20T10:56:33Z,https://www.adzuna.co.uk/jobs/land/ad/5735047368?se=gko2N6pp8RGHcblSVmFK6Q&utm_medium=api&utm_source=857d8b08&v=30553BD854E8836981597FA31E322C0E3302628F,,,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…",permanent,IT Jobs,,Data Analyst
5735047106,adzuna_gb,Data Analyst,Data Analyst Trainee,ITOL Recruit,"Wigan, Greater Manchester",30000.0,50000.0,GBP,,2026-05-20T10:54:50Z,https://www.adzuna.co.uk/jobs/land/ad/5735047106?se=gko2N6pp8RGHcblSVmFK6Q&utm_medium=api&utm_source=857d8b08&v=1ACC2C9CBD8CED0E8BB9A9D12955506375DDF2ED,,,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…",permanent,IT Jobs,,Data Analyst
5735047390,adzuna_gb,Data Analyst,Data Analyst Trainee,ITOL Recruit,"Bournemouth, Dorset",30000.0,50000.0,GBP,,2026-05-20T10:56:39Z,https://www.adzuna.co.uk/jobs/land/ad/5735047390?se=gko2N6pp8RGHcblSVmFK6Q&utm_medium=api&utm_source=857d8b08&v=F7A98B46F8F09FBC775C264247F36E2F237CDB5C,,,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…",permanent,IT Jobs,,Data Analyst
5735048157,adzuna_gb,Data Analyst,Data Analyst Trainee,ITOL Recruit,"Doncaster, South Yorkshire",30000.0,50000.0,GBP,,2026-05-20T11:00:32Z,https://www.adzuna.co.uk/jobs/land/ad/5735048157?se=gko2N6pp8RGHcblSVmFK6Q&utm_medium=api&utm_source=857d8b08&v=B9211EC489CE45BFF38CB802CE816587A0575195,,,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…",permanent,IT Jobs,,Data Analyst
5750496846,adzuna_gb,Data Analyst,Data Analyst Trainee,ITOL Recruit,"Grimsby, North East Lincolnshire",30000.0,50000.0,GBP,,2026-06-03T12:10:06Z,https://www.adzuna.co.uk/jobs/land/ad/5750496846?se=gko2N6pp8RGHcblSVmFK6Q&utm_medium=api&utm_source=857d8b08&v=C4A5FBAE4A7AAA9A0A04201AF7FA1B151F87EE71,,,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…",permanent,IT Jobs,,Data Analyst
5750497479,adzuna_gb,Data Analyst,Data Analyst Trainee,ITOL Recruit,"York, North Yorkshire",30000.0,50000.0,GBP,,2026-06-03T12:10:15Z,https://www.adzuna.co.uk/jobs/land/ad/5750497479?se=gko2N6pp8RGHcblSVmFK6Q&utm_medium=api&utm_source=857d8b08&v=9C68AB8D77F2FB40EF12072A90047AF411BD2652,,,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…",permanent,IT Jobs,,Data Analyst
5743376437,adzuna_gb,Data Analyst,Trainee Data Analyst,ITOL Recruit,"Leeds, West Yorkshire",30000.0,50000.0,GBP,,2026-05-28T12:01:21Z,https://www.adzuna.co.uk/jobs/land/ad/5743376437?se=gko2N6pp8RGHcblSVmFK6Q&utm_medium=api&utm_source=857d8b08&v=45BB177000F6EE78A57AB13FE9DF2F733338E737,,,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…",permanent,IT Jobs,,Data Analyst
5735047463,adzuna_gb,Data Analyst,Data Analyst Trainee,ITOL Recruit,"Crawley, West Sussex",30000.0,50000.0,GBP,,2026-05-20T10:57:02Z,https://www.adzuna.co.uk/jobs/land/ad/5735047463?se=gko2N6pp8RGHcblSVmFK6Q&utm_medium=api&utm_source=857d8b08&v=052984E47AE9886B1312154037656D57C5F7D90A,,,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…",permanent,IT Jobs,,Data Analyst
5735046879,adzuna_gb,Data Analyst,Data Analyst Trainee,ITOL Recruit,"Rochdale, Greater Manchester",30000.0,50000.0,GBP,,2026-05-20T10:52:49Z,https://www.adzuna.co.uk/jobs/land/ad/5735046879?se=gko2N6pp8RGHcblSVmFK6Q&utm_medium=api&utm_source=857d8b08&v=B149CD37F792AAC8B19BD9F65C116972A5836F2C,,,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…",permanent,IT Jobs,,Data Analyst
5750511416,adzuna_gb,Data Analyst,Data Analyst Trainee,ITOL Recruit,"Blackburn, Lancashire",30000.0,50000.0,GBP,,2026-06-03T12:19:36Z,https://www.adzuna.co.uk/jobs/land/ad/5750511416?se=gko2N6pp8RGHcblSVmFK6Q&utm_medium=api&utm_source=857d8b08&v=63CD36E55925A70E70F6E77912C87F842478CF73,,,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…",permanent,IT Jobs,,Data Analyst
